ep=243 steps=22 return=1.389 util=0.735 util_ma50=0.700 eps~0.050
ep=244 steps=20 return=1.385 util=0.726 util_ma50=0.701 eps~0.050
ep=245 steps=20 return=1.312 util=0.691 util_ma50=0.700 eps~0.050
ep=246 steps=20 return=1.225 util=0.645 util_ma50=0.699 eps~0.050
ep=247 steps=20 return=1.237 util=0.652 util_ma50=0.699 eps~0.050
ep=248 steps=25 return=1.403 util=0.747 util_ma50=0.700 eps~0.050
ep=249 steps=25 return=1.336 util=0.709 util_ma50=0.700 eps~0.050
ep=250 steps=23 return=1.263 util=0.670 util_ma50=0.699 eps~0.050
ep=251 steps=24 return=1.331 util=0.707 util_ma50=0.699 eps~0.050
ep=252 steps=22 return=1.392 util=0.739 util_ma50=0.700 eps~0.050
ep=253 steps=20 return=1.346 util=0.711 util_ma50=0.700 eps~0.050
ep=254 steps=23 return=1.218 util=0.646 util_ma50=0.698 eps~0.050
ep=255 steps=20 return=1.270 util=0.669 util_ma50=0.697 eps~0.050
ep=256 steps=26 return=1.232 util=0.660 util_ma50=0.695 eps~0.050
ep=257 steps=25 return=1.408 util=0.754 util_ma50=0.696 eps~0.050
ep=258 steps=22 return=1.396 util=0.740 util_ma50=0.695 eps~0.050
ep=259 steps=22 return=1.304 util=0.691 util_ma50=0.695 eps~0.050
ep=260 steps=26 return=1.383 util=0.741 util_ma50=0.696 eps~0.050
ep=261 steps=26 return=1.238 util=0.659 util_ma50=0.696 eps~0.050
ep=262 steps=22 return=1.277 util=0.673 util_ma50=0.697 eps~0.050
ep=263 steps=26 return=1.425 util=0.760 util_ma50=0.699 eps~0.050
ep=264 steps=24 return=1.378 util=0.730 util_ma50=0.698 eps~0.050
ep=265 steps=24 return=1.300 util=0.689 util_ma50=0.697 eps~0.050
ep=266 steps=24 return=1.301 util=0.690 util_ma50=0.697 eps~0.050
ep=267 steps=26 return=1.377 util=0.735 util_ma50=0.698 eps~0.050
ep=268 steps=24 return=1.261 util=0.667 util_ma50=0.698 eps~0.050
ep=269 steps=27 return=1.267 util=0.679 util_ma50=0.699 eps~0.050
ep=270 steps=22 return=1.395 util=0.739 util_ma50=0.700 eps~0.050
ep=271 steps=26 return=1.325 util=0.708 util_ma50=0.701 eps~0.050
ep=272 steps=24 return=1.294 util=0.685 util_ma50=0.700 eps~0.050
